ID	label	H3k4me1	H3k4me3	H3k27ac	H3k27me3	H3k36me3
enhancer_40	1	1.758561363763868	0.4204517542195709	0.0	1.858978366937587	0.0
enhancer_41	1	3.8879138212403417	2.096798058533733	1.8536013234474185	1.379499597640665	1.1798939706923168
enhancer_42	1	3.7030866118291366	1.9159264306890265	0.0	0.0	1.9375639679221206
enhancer_43	1	1.5964118260031406	1.739521947992487	2.413772973938125	0.0	1.8217215509140086
enhancer_44	1	0.47736921146613714	1.5004399426292978	3.052277267164495	0.9774442698795689	0.0
enhancer_45	1	4.666715249470864	0.8004094006050712	1.7448245126075017	1.4278594369002102	0.7265936185166941
enhancer_46	1	2.016842018889972	0.0	0.670835888727108	1.0252368606743536	2.563932405876634
enhancer_47	1	2.684319526863833	1.1165418277177444	0.0	0.7932170211589498	1.7700985257830761
enhancer_48	1	4.937654109620177	0.0	2.532390815626569	0.0	0.9105240170279896
enhancer_49	1	6.15788052845101	0.14503451032413606	1.9858628325597496	0.0	0.0069642619680844176
enhancer_50	1	1.0168541418684776	0.9174774886845558	2.4646565711634407	0.0	0.0
enhancer_51	1	3.3325178848127384	0.501803914659696	2.447320167370753	0.23765135272414478	0.822731067513724
enhancer_52	1	0.1152974349209224	0.0	3.8159539156931106	0.9068380713746175	2.7497645662981225
enhancer_53	1	3.9633386422764354	1.5323401878215313	4.741227962522155	0.0	1.259073114546863
enhancer_54	1	3.8336494134664867	0.5836421918517407	4.4170352535447	0.0	0.6286052100643866
enhancer_55	1	0.2965073913319707	0.4159960662889664	2.410134966563253	0.5382980952711564	1.2690476993422215
enhancer_56	1	0.5928343487238474	1.085142845782714	5.35082137112584	0.05503594905424103	0.0
enhancer_57	1	0.8274457737020582	2.6809012096352154	1.3587157611315326	0.03221309590955945	0.0
enhancer_58	1	4.066705864661319	1.0116931386803205	5.7297654171908	1.4927403485562178	2.413050349636147
enhancer_59	1	0.7803043728987731	0.8286846252739722	0.3134406496899518	0.908523242709925	0.8711280015450603
enhancer_60	1	0.08365452458456143	0.9909435638525026	0.8081849081665118	0.0	0.31746397117329184
enhancer_61	1	5.8255063188885305	0.0	2.642665070380987	1.1476646524229115	3.4025436914165916
enhancer_62	1	0.1687672735612105	2.3873660926053253	4.6313285489273905	2.1140264387064436	0.0
enhancer_63	1	0.6818938092197578	0.22106682181698945	2.529367469378594	0.5259013921479043	2.0202441788635155
enhancer_64	1	1.00407767508001	0.8789962685486168	0.0	0.07520313926235689	1.37684414822905
enhancer_65	1	0.011930613285810415	0.33448551312056546	3.51413123422768	0.0	1.936063126812854
enhancer_66	1	0.013721790737090378	0.0	3.3942142936902355	1.0826820026249928	0.3067171146177057
enhancer_67	1	0.5177266924676464	2.9797828565136717	2.1598856517476395	1.2853895863836342	0.28894126875171655
enhancer_68	1	1.965563330286618	3.4090254208394475	3.3343147433352085	1.5817140292366674	0.24392881499828833
enhancer_69	1	0.25091876329891677	0.0	0.0	1.4677896642308024	0.2570675410383101
enhancer_70	1	2.125429621948913	1.720437107097298	5.103285344676236	2.351138200298964	0.3935832351317201
enhancer_71	1	0.4131254817307159	0.4236091616353611	3.0913380976679825	0.0	0.0
enhancer_72	1	0.00041475757224353096	0.9484563059761545	0.7306697621503837	0.010007701364550148	2.8732472636615967
enhancer_73	1	2.380460500112545	0.0	2.2137154067645026	0.6094843296012111	0.090302103176927
enhancer_74	1	0.029033265541592312	0.6181093235870463	0.0	1.4475844987816096	2.835833949260966
enhancer_75	1	0.9674374295229154	0.0	3.839423850723243	0.0	3.330412021383697
enhancer_76	1	0.2554920295127681	2.9233884661665623	0.0	0.14070804965027328	0.8283383765770316
enhancer_77	1	4.8521137365399465	0.9439535330538549	2.877184471514351	1.1634418300687552	1.9943879548722516
enhancer_78	1	0.23218489370042555	2.0694646419084375	1.8086101648660122	0.0	2.201390030801413
enhancer_79	1	0.0965019288196333	0.0	0.0	1.4187433048841633	0.40673360145530024
enhancer_80	1	5.935241006833311	0.6976184714674396	4.74209312628817	0.0	2.0590653487890505
enhancer_81	1	0.0030156509068504913	1.4059590976318113	2.670036674548185	0.5167768499561547	0.1940008428679899
enhancer_82	1	1.4372615722499638	1.4900234467342806	3.4729391551848305	0.0	1.8475695657262752
enhancer_83	1	0.0017734372437409865	1.6112687495774467	5.519750210195591	0.0	0.3362683467690383
enhancer_84	1	0.04264818394289551	2.349304032603208	0.0	0.006406902066802167	0.5270110825917199
enhancer_85	1	0.1974257166727401	1.745500339949154	3.94273258008596	1.6914350365304123	1.2956270900132423
enhancer_86	1	2.563758645887511	0.0	1.5555174114499897	1.237404821259405	3.3610351515960506
enhancer_87	1	2.2140375862565276	0.8257134002999621	0.9616765694279861	0.0	2.9367459702472596
enhancer_88	1	0.7150770169347945	2.071757856852524	0.31740250706391726	1.5358045916373124	1.3550397354452568
enhancer_89	1	5.625212597704282	2.3266370765504325	0.9257175674378588	0.4182775351545054	2.116415592831302
enhancer_90	1	0.0011298759312100503	1.3839116941220315	4.699199104455792	0.08272639748716926	0.0
enhancer_91	1	0.0010475499715530757	0.0	4.032600438942318	0.0	2.505287700977087
enhancer_92	1	1.2270183330832747	0.0	2.9291638046367074	0.1834157339916579	0.7276108562596364
enhancer_93	1	0.0070054946531023345	0.1269459859858998	0.9857507156565966	0.6160872574829265	1.4034058001096485
enhancer_94	1	0.21538161512124998	2.0279444023483366	0.0	0.3502372045824546	1.0500557938734119
enhancer_95	1	1.3763046124739915	0.0	6.633180607830507	0.0	0.0
enhancer_96	1	7.087212812472635	2.4822541782912997	0.0	1.3067435817975483	0.7715941495684804
enhancer_97	1	0.5432044848123615	1.5046506054941788	4.040923208305457	0.7073728900890276	1.617120798728577
enhancer_98	1	4.226008519611172	0.0	3.5452020065480303	0.0	0.5430165568617604
enhancer_99	1	0.1208595675802067	0.9454270900217366	1.8358229756124365	0.992854978586342	1.7464029862983799
enhancer_100	1	2.50317565676473	1.9188751217944147	3.3047153458789555	0.20797641105034115	0.9858622841430525
enhancer_101	1	0.009667301381121087	0.5617968754482208	0.0	1.4407158509386058	0.0
enhancer_102	1	3.7795089200292113	1.81736618480583	6.882322014617266	2.347356661309612	0.7243510968430711
enhancer_103	1	8.007962715734783	1.6533326361799223	0.0	1.5694840660925784	0.4604767909957871
enhancer_104	1	0.1618996070324845	0.08483730890877961	2.4029661884793327	0.37072796133085406	2.648650632002207
enhancer_105	1	0.5404602449608698	0.9360472806219884	2.1408448290537145	1.2555895668127222	3.281798680428505
enhancer_106	1	0.6912776004837822	0.3712011321953519	2.2557197108085782	1.2866674061150607	1.1751431771542826
enhancer_107	1	6.218883218934839	0.7020131683278584	3.172936145155179	1.059297732946646	2.690199510486813
enhancer_108	1	0.7664645308955824	0.0	5.294777879040808	1.333906910911867	1.6537696247177847
enhancer_109	1	0.00630230815493452	0.0	0.07786580638651897	0.8372035423991517	2.4978615360286507
enhancer_110	1	0.27847939484098866	0.9478362871906137	0.0	3.379243357546528	1.5251834655336787
enhancer_111	1	0.1788623432838146	0.35414225161030205	6.149671670617272	0.0	0.734332168719975
enhancer_112	1	0.04581354725939018	0.9212061389890072	4.399251293088932	0.0	0.0
enhancer_113	1	5.8955649497472855	1.7219804316757146	1.622972213967732	0.051636779957140944	0.1361319709846619
enhancer_114	1	4.645984577002993	1.0192015905585405	3.1063217857480883	1.5128143396057145	0.6004553749341726
enhancer_115	1	0.9270082457147686	2.8579137397003853	0.0	1.0232589904363567	1.0223619625316698
enhancer_116	1	0.031048315698119517	0.385795697654192	2.040678796420573	0.9359291573799684	0.2765752574925957
enhancer_117	1	2.761263859839744	0.0	0.7389747703601741	0.6219445775943624	1.8900486684793034
enhancer_118	1	0.0061332621051763524	1.7027347801228954	2.9292856190281626	0.4113587804353821	0.003464894459279111
enhancer_119	1	2.843703290836762	1.315635938076664	6.087128676733263	1.0330825374791759	1.3882771705647061
enhancer_120	1	0.009582141340053366	0.0	3.1568738288206366	0.43287873509363595	1.000222198265477
enhancer_121	1	0.08490622140982347	1.1565656376762283	0.009435284196133598	0.18377807672548174	0.0
enhancer_122	1	8.681784295905524e-06	0.0	5.834972570615892	3.163767216913204	0.7219268329497261
enhancer_123	1	0.9596661482726137	0.2877140993586629	2.997382990544628	0.19310839624703818	1.348539563773507
enhancer_124	1	0.5138783730157466	0.9325275711933483	5.558733169615392	1.618537678703972	0.7328686503907581
enhancer_125	1	0.21798441905412527	2.0602728990307027	0.0	0.0	0.0
enhancer_126	1	0.4274291222498146	0.6933011857279952	0.0	1.2545202522312147	1.6224650274743078
enhancer_127	1	0.04610629083444568	0.39416793230012276	0.0	1.4133497535933115	0.7805245784184983
enhancer_128	1	0.018568197695522627	1.0309710228148545	3.2411646590594323	0.15987511393228	0.0
enhancer_129	1	0.03727030600549532	0.018127964449720313	2.9752344079202055	0.0	0.8270578344598594
enhancer_130	1	1.3138896130556132	0.27548698630581625	3.1471859226838133	0.0	0.363836127253954
enhancer_131	1	5.0563505306016365	0.660773840453066	6.670543266062856	0.0	1.6771326933610364
enhancer_132	1	0.09223489951230493	0.047143913486437095	0.08237347902394654	1.6005433880724438	3.077041657875311
enhancer_133	1	2.1409850988782724	0.4854818130680714	4.015572147265894	1.1478407336582674	0.44411012639074965
enhancer_134	1	0.0833269217306146	0.8756083266102255	0.26568640704673663	2.4361882945723714	1.5320214306201352
enhancer_135	1	0.00046090658846403067	2.955307190961407	1.0532551260434744	0.25504647909472666	0.15638045005837564
enhancer_136	1	0.8734676432698	0.0	6.123182229208952	1.794824165918119	1.4268916621608831
enhancer_137	1	0.5257258215404528	1.1070305129542002	1.6914753026177336	1.4778700184739018	1.4144163777732661
enhancer_138	1	0.0010631428938860897	1.0511339005221083	0.0	0.0	2.6036217451318526
enhancer_139	1	0.8567313745133124	0.30111425110859974	4.735926414205405	1.6601077660502332	0.0
enhancer_140	1	0.4899222769709001	0.6318148253530901	4.03416906602655	0.8337297051278947	0.6783497846563512
enhancer_141	1	4.725326983702817	0.5692806496160134	0.7370873493275711	0.0	2.437661188476989
enhancer_142	1	0.022619238657402965	1.2286403937713093	2.368905823798765	2.0381006983393952	0.8250914806042726
enhancer_143	1	4.268883702539141	0.0	2.8822999441902293	0.10374407771944949	2.702918410109584
enhancer_144	1	2.102919191759637	1.920221929681953	2.1684844852829768	0.4333033100431529	2.261087202138893
enhancer_145	1	1.7639885266233621	1.496025116757552	2.375651017415874	1.6348071221434937	0.0
enhancer_146	1	0.3257386942477572	3.3804016393976886	0.0	0.0	0.6626975259505186
enhancer_147	1	2.1523383603818473	1.4857236807434069	0.5362823633514953	0.26831871496658	2.4184890001161676
enhancer_148	1	1.729905680202697	0.31735412072509356	2.0188067245394055	0.0	1.0124329838652228
enhancer_149	1	1.1472317402750705	0.0	3.9414531923085807	0.4090170880772489	0.9958133888498965
enhancer_150	1	0.06582782350534869	1.0943149798136989	3.0478485159366713	0.0	0.1937559264792783
enhancer_151	1	0.010961087720394311	0.0	0.0	0.010130761584571601	1.5259151372238482
enhancer_152	1	0.2657283890060444	1.162598641301431	2.5694635305427864	0.0	0.9757205291480316
enhancer_153	1	4.103515540672376	1.8817099660303949	3.702327255003413	1.4994716291217407	0.17706169226918256
enhancer_154	1	0.07603748698623344	1.25154746517049	2.7997916143388433	0.024023173822246335	0.0
enhancer_155	1	3.4250425717712614	0.5705363358634555	0.4042064191910564	1.6644632485031667	1.123288138423897
enhancer_156	1	1.1612632963161895	0.0	2.5855652038820005	2.242011546766367	3.4421622727426526
enhancer_157	1	0.06143693644281636	0.782722768236929	0.26136197870192057	0.6377239884426831	2.84879827313992
enhancer_158	1	1.4854114066105653	0.41648505641393846	0.04717853067841937	0.0	0.8168832099808515
enhancer_159	1	0.7413507346127557	0.5492345834801218	0.0	0.8087829496546135	1.5686297669070923
enhancer_160	1	1.935304417904276	0.7647460760658067	1.8203419856663978	2.2013741675866587	1.4192145000402765
enhancer_161	1	3.103665146159916	1.7925996914734155	4.3515131689577995	0.5466520291966726	2.3543267829876067
enhancer_162	1	0.4853860543379344	0.055325745879097554	1.3165058962907579	0.0	0.0
enhancer_163	1	2.5346868914510727	0.1740883997178745	0.6936264555093385	2.0689975520535917	0.9418693618583591
enhancer_164	1	0.006728367897096964	2.0705953120853215	5.158461876797522	0.0	1.4189114899766406
enhancer_165	1	0.062170076800426036	0.0	2.5917342923342837	0.06698500767325666	1.8928035204775948
enhancer_166	1	10.06848267666243	1.040188357481104	0.0	2.1458798142473414	0.34098314912556693
enhancer_167	1	1.5962352034465273	0.0	1.6208337383414375	0.6090182582710378	1.492042607700287
enhancer_168	1	13.085874010424796	1.1555221198796863	5.665414220380894	0.2665597746864359	0.4703158652834427
enhancer_169	1	0.909679264856237	0.4456408084632117	0.7994298232175951	0.0	0.8316739470365382
enhancer_170	1	4.711644969470911	0.2051063873362987	0.0	0.0	0.5216210075631413
enhancer_171	1	4.00497271468969	3.161773263851904	2.4302089491997885	1.8116318757907306	1.9031200103791708
enhancer_172	1	1.3329248764636314	1.569496837714847	4.678660212840919	2.2234282667676752	0.469925881637023
enhancer_173	1	0.23197219177683776	1.0342449240242686	0.4485032265823985	0.904586791221738	1.0122005063403448
enhancer_174	1	4.929117466875633	1.9731670923159412	0.9598157532957414	1.4043526545760128	0.0
enhancer_175	1	2.6712755053751844	0.0	0.4975069576725619	0.9305001042071684	0.0
enhancer_176	1	0.0325996159213796	1.6765028259293273	1.0123878322588142	1.3049625627400716	0.0030099701744099594
enhancer_177	1	2.408630177834415	0.0	1.4720866453705814	0.8173300905788927	0.0
enhancer_178	1	0.7738981956915832	1.044432630550442	1.7226835715497772	0.0	0.5915954895896505
enhancer_179	1	0.23091614773812147	2.0756509773426917	1.9044615156452769	0.0	0.0
enhancer_180	1	1.5990253530120153	0.591862519942759	0.0	0.0	1.5731606120960118
enhancer_181	1	3.243134430054052	0.0	2.7393170647797596	2.3517592243050727	0.7616991492429419
enhancer_182	1	0.3737923636461269	1.3464053970761842	4.051742891730836	0.0	0.7996530149232306
enhancer_183	1	0.005214427264512637	0.4234839930773826	2.3534006952863957	0.0	0.5181185820589699
enhancer_184	1	0.06973007429988799	1.7135648105613792	4.612577464111284	0.0	2.111845237228216
enhancer_185	1	0.6619000293509456	1.3727863391041653	2.9482609690726673	0.7472651149954649	2.109296605107505
enhancer_186	1	2.246646177564175	0.8159493270227713	0.0	0.5629469011540592	0.7737130079068846
enhancer_187	1	0.008033462492425201	1.0725956805293653	5.213257915036923	0.0	2.3460663252581284
enhancer_188	1	0.6680351028534179	1.7239697874421251	5.1449833984914335	0.7867933691688129	1.2868283721029903
enhancer_189	1	0.05410218835917986	0.7372679204028371	2.352184954878821	0.9227508006907192	0.8568869113027382
enhancer_190	1	1.3339933500765255	3.0914095900568563	5.250439642322873	0.6613635798779305	0.04935820923159062
enhancer_191	1	0.5420812784028448	1.4201497607323343	0.8926883943589212	0.4191415654841529	0.5672989843899372
enhancer_192	1	0.48677499895407883	0.3060586243656853	1.9216368723033947	0.16416931095269405	3.1903880043042063
enhancer_193	1	1.0365478084596	1.0015776466192867	0.8431607660000031	0.5451175479177441	0.19119491727961424
enhancer_194	1	1.8826312848850841	1.1642567204728171	3.564363963182596	0.0	1.5093451848799821
enhancer_195	1	0.06527306978234773	3.0065700864151275	1.0804384283147612	1.5637085671058482	1.4875778792288694
enhancer_196	1	5.57469019126157	0.2017450147114701	2.9076924920722966	0.0	1.534618550111116
enhancer_197	1	0.05828991239095242	1.5546374110522472	6.058792078562928	0.0	3.0241698631015193
enhancer_198	1	2.6926994792145815	0.1261813743026039	3.5201313282544633	2.2580632664316984	0.8511319360143349
enhancer_199	1	0.666062819929324	1.0238955623042907	3.4764940969721625	0.0	0.0
enhancer_200	1	0.39671358620740255	0.0	3.6817426330504484	0.0	0.36239610497152175
enhancer_201	1	1.4795925642276426	0.4360224314780408	3.704110532812452	0.0	0.8551258242307888
enhancer_202	1	6.947527498680084	1.4663894139399558	0.12964323921120258	0.0	1.7000907865501567
enhancer_203	1	1.6358383453554213	0.0	2.1405861957753447	0.7934722455975058	0.42016641499019514
enhancer_204	1	0.1546819406721881	0.14339723336801258	3.7192591979064002	0.0	0.7430069182162155
enhancer_205	1	0.004402090230229571	1.639536454172004	1.4792511074526131	0.0	0.0
enhancer_206	1	0.09737462651961283	0.0	2.234041737942008	1.2268823945333653	0.34527626901901753
enhancer_207	1	0.041144311202843925	0.0	2.6327489676507927	1.5128377554204504	2.521444145740909
enhancer_208	1	2.0711852737478766	1.715161640172796	1.0871659483430884	0.6387835526454787	1.9676741646258873
enhancer_209	1	0.09046445214882805	0.0	1.3642944654495985	1.084941876662603	0.6256769499716273
enhancer_210	1	5.02991692339725	0.7110023247228354	5.22881235065895	0.9594267060546737	2.7593745865876143
enhancer_211	1	0.06970597386123588	0.45458566099551106	3.687517060133041	0.08928253548670573	2.544755903803304
enhancer_212	1	1.5597494461049108	0.0	3.631259760340699	0.0	2.521646240985296
enhancer_213	1	0.233158969026123	1.3129118777006017	5.7033972750493405	0.41535630550604186	0.1743752097619472
enhancer_214	1	1.6718787213202653	1.3691957480702481	0.5959281381907733	1.5215350388864628	1.0563463082292694
enhancer_215	1	0.0031756374565342846	1.127988681098413	1.2649016810139178	0.0	0.2189220571161744
enhancer_216	1	1.1465196645847806	2.6746236809316386	2.5887671965780514	1.0855450725868963	1.58161440808199
enhancer_217	1	0.3827860427753271	0.3927250044756565	1.8345408896799182	1.3871079980697676	0.6683312886904167
enhancer_218	1	13.47075907625551	0.5058513731410017	4.005819227386171	0.0	0.0
enhancer_219	1	0.7794477194298625	0.9002416472273176	1.4587537873596954	0.9257124218269572	0.0
enhancer_220	1	0.8671057644519582	0.7300628766358181	1.769537178925573	0.0	0.19923084139686587
enhancer_221	1	1.8199713340231685	1.2971421390246134	5.125529219335704	1.0641325236966173	0.4139373353772856
enhancer_222	1	0.18558639486665476	0.0	0.6791187351519212	0.30481793643338406	0.931173940150503
enhancer_223	1	2.212147859720743	1.5146262254799905	0.0	0.5565005943108755	1.4989468887631128
enhancer_224	1	2.6795337760147957	0.0	1.4192399157651905	0.8188393406501169	1.133882411223683
enhancer_225	1	4.216314182503942	0.6549420763712478	0.0	0.1417428316751037	1.2687005103248923
enhancer_226	1	2.9480525415917858	0.9360121684576412	1.5120423077348777	0.6025493791133942	0.8386173616795485
enhancer_227	1	1.003827046275978	1.657004083518406	3.992459649020679	0.3597452121596647	0.1906086631658347
enhancer_228	1	0.28020988023300875	0.24661446310579982	0.9000905645320743	0.0	0.0
enhancer_229	1	2.0729416118116166	0.5405673996015536	0.7213479060179784	1.016644351721128	0.074335787442814
enhancer_230	1	0.20063333090845156	1.2077803876770827	4.690801852740046	0.2244128460118192	1.2135954635450406
enhancer_231	1	0.01144901379976453	0.008263326233085233	0.4826609047509658	1.476261666300681	0.08182081903804517
enhancer_232	1	0.04055775402109245	0.971664182121116	2.6541803112156828	0.0	0.062365435661131174
enhancer_233	1	6.774754185591753	0.44088780238104247	3.205089009114068	0.2718825997586035	2.2672753318652425
enhancer_234	1	1.2914464520014888	0.6195924551442908	0.8926835178004267	2.0858536269556733	0.33477365090371314
enhancer_235	1	10.680594812993169	1.5825857796808471	1.002245260655194	0.0	1.1621645783469434
enhancer_236	1	2.3511760699116273	0.0	1.5303692840122805	1.433216636800944	0.6151222603092126
enhancer_237	1	0.7318438521310393	0.6624774053226776	0.6968675948932532	0.1811722718054889	0.0
enhancer_238	1	0.46758296566362356	2.404537990260616	0.27222361247221993	1.5256498184478795	1.1008044833130768
enhancer_239	1	0.5487708831219829	0.33629899742640956	3.9712052422931796	0.0	0.9981740920769883
enhancer_240	1	1.7142086308022377	1.2959292188467624	0.7787181231216123	0.0	0.0
enhancer_241	1	0.7566629554791108	1.5026327990060548	2.2379833814198795	2.3993679298306025	0.5370577652895314
enhancer_242	1	0.738555179682946	0.0	0.0	0.036499598482021	0.0
enhancer_243	1	0.5491399930194322	2.4847794160466607	1.7379124984200822	0.5611213994450579	1.6368904660083157
enhancer_244	1	1.9961400726572351	0.8400890583776058	1.6123995860737017	0.0	0.2855823705763103
enhancer_245	1	0.3749573752831815	1.4775764877773052	0.0	0.16695143963032527	0.12936852167734958
enhancer_246	1	0.9232962155320574	0.03501723988265493	0.9885893498868688	2.9653937955032013	1.3446380757588883
enhancer_247	1	9.673171288021877	0.5596353926158022	2.526215987933245	1.56849775362019	0.0
enhancer_248	1	0.35652151078789696	0.3372629889001092	0.6295487958013126	0.0	1.8015653455641436
enhancer_249	1	1.8224885553078467	2.1240478036085086	3.2733708115366715	0.38632470945508646	0.4058334306303225
enhancer_250	1	0.04944440234277109	0.0	3.8954711399949495	1.4165690793642631	2.359639144042748
enhancer_251	1	0.9485954639583373	0.36890620441749955	3.1894156193485994	0.0	0.9373857238800091
enhancer_252	1	1.0645504390887872	0.6596322707017972	2.498737350743773	0.5731912447623764	0.8153493565089998
enhancer_253	1	6.2183398833009775	0.0	0.0	1.5913615986471283	1.5150629570802174
enhancer_254	1	0.8809287175455072	1.333702869884807	3.195745014614264	0.3256314680562601	0.0
enhancer_255	1	0.22289497775921546	0.21385131356844023	0.0	0.8855980330076125	0.7127066183288039
enhancer_256	1	3.6061965249600396	1.4030740357048574	1.0894093908806954	0.3006760333859205	1.1064088120716375
enhancer_257	1	0.07944191008873518	0.33272034608813783	3.229378006334691	0.0	1.7121865116287114
enhancer_258	1	0.23101797361464643	1.311693636466798	2.9457294181986367	3.1095600376290555	0.0
enhancer_259	1	2.0472016245619606	0.0	4.983475991773858	0.0	0.8919568714799521
enhancer_260	1	5.7034442298084675	1.8257825552338778	1.8272371932109581	0.11600787850908134	0.4922725897534763
enhancer_261	1	0.4437379852026601	1.1552824056594917	2.6930127509518007	0.0	0.3844312689865558
enhancer_262	1	2.274434500453595	2.4886438678952207	3.414139475328425	0.7449981026094978	2.2325667087375693
enhancer_263	1	0.2621716063986258	0.9624494451775264	3.7494166386047096	0.0	1.430329874103923
enhancer_264	1	0.295578476631542	1.042077067413451	0.0002823445300075278	0.0	0.0
enhancer_265	1	0.12260080823615832	0.34287733052783226	1.302514056410553	0.0	0.39810177950981773
enhancer_266	1	0.005789646371734702	1.2816516109935168	0.7071627802404272	0.0	1.772093788953133
enhancer_267	1	0.024326666068920238	2.1488012393907785	1.8787785194092372	0.0	1.3162207168471487
enhancer_268	1	1.2561337045863463	0.32491418115761905	2.7340558270795126	0.124757553621409	1.8791182769324188
enhancer_269	1	0.597814858962487	1.1887112091448557	0.2737900940409306	0.0	1.7960770464604983
enhancer_270	1	0.04386886059805355	2.0992612655796283	0.0	0.9655183701143017	0.0
enhancer_271	1	6.9938856201725885	0.851667870963074	4.634231805974277	0.0	0.0
enhancer_272	1	0.8736214074892646	2.081663447798637	1.98009370480337	1.9140704981830094	1.1588218144380604
enhancer_273	1	0.17875659366603597	0.30422250961803926	0.0	1.10768523990067	2.304340710819445
enhancer_274	1	1.5603808917226942	0.0	2.067045012006953	0.2283295364165316	2.6463040588467908
enhancer_275	1	0.8682161930648934	0.4145447037711906	0.4322397060591363	0.0263720410943305	1.7203104183090892
enhancer_276	1	3.7389934310553747	1.3593559177905925	4.320181343559371	2.1359435478842714	0.0
enhancer_277	1	1.5974061625393963	0.0	0.0	1.5113276864216116	0.0
enhancer_278	1	1.3769001211323137	2.572059997625698	5.015762322743967	1.478920222563328	0.8372039845351056
enhancer_279	1	4.020603247019471	2.2706701700179233	0.15092391305783615	0.0	2.547883829558819
enhancer_280	1	0.18219489844048928	1.3043830387817703	2.130852707895437	2.241775219497562	3.2216410971108997
enhancer_281	1	1.9777829675089764	2.143395736902709	0.2730059033514505	0.0	1.365274105416351
enhancer_282	1	0.3914558489636624	0.9110485450582652	0.14494447601377702	0.0	0.0
enhancer_283	1	0.24518773944648195	0.0	2.408257099983462	1.9259753162513291	0.32579682633141716
